"UserName","Name","DNSHostName","Enabled","IPv4Address","Operating System","Logon Age (days)","Password Age (days)","Dormant (> 90 days)","Password Age (> 30 days)","Delegation Type","Delegation Protocol","Delegation Services","Primary Group ID","SID","SIDHistory","Description","ms-ds-CreatorSid","Last Logon Date","Password LastSet","UserAccountControl","whenCreated","whenChanged","Distinguished Name"
"IADCTXDCSF02$","IADCTXDCSF02","IADCTXDCSF02.solomonedwards.com","False",,"Windows Server 2016 Standard 10.0 (14393)","886","908","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-34900","","","","6/6/2023 12:00:09 AM","5/15/2023 2:08:32 PM","4098","9/6/2019 2:33:16 PM","6/13/2023 3:17:22 AM","CN=IADCTXDCSF02,OU=Servers,OU=Rapidscale,DC=solomonedwards,DC=com"
"PHL-L-SL510BGWK$","PHL-L-SL510BGWK","PHL-L-SL510BGWK.solomonedwards.com","True",,"Windows XP Professional Service Pack 3 5.1 (2600)","4663","5458","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-11596","","","","2/1/2013 2:18:26 PM","11/29/2010 8:25:33 AM","4096","7/27/2010 8:55:56 PM","5/13/2021 2:40:14 PM","CN=PHL-L-SL510BGWK,CN=Computers,DC=solomonedwards,DC=com"
"CHIC-L-444029T3$","CHIC-L-444029T3","CHIC-L-444029T3.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","4103","4103","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-15367","","","","8/15/2014 8:22:29 AM","8/15/2014 8:20:03 AM","4096","10/25/2012 1:43:03 PM","5/13/2021 2:40:19 PM","CN=CHIC-L-444029T3,CN=Computers,DC=solomonedwards,DC=com"
"PB440G5-002163$","PB440G5-002163","PB440G5-002163.solomonedwards.com","True",,"Windows 10 Pro 10.0 (17134)","2658","2678","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-28405","","","","7/30/2018 12:28:28 PM","7/10/2018 5:20:36 PM","4096","7/10/2018 9:20:36 PM","5/13/2021 2:40:28 PM","CN=PB440G5-002163,CN=Computers,DC=solomonedwards,DC=com"
"SURFACEP-002232$","SURFACEP-002232","SurfaceP-002232.solomonedwards.com","True",,"Windows 10 Pro 10.0 (18362)","2070","2082","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-30260","","","","3/9/2020 8:36:19 AM","2/26/2020 1:40:52 PM","4096","9/18/2019 6:02:22 PM","5/13/2021 2:40:31 PM","CN=SURFACEP-002232,CN=Computers,DC=solomonedwards,DC=com"
"PHL-L-P4400F5Z$","PHL-L-P4400F5Z","PHL-L-P4400F5Z.solomonedwards.com","True",,"Windows 10 Pro 10.0 (14393)","3140","3140","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-26678","","","","4/4/2017 1:51:24 PM","4/4/2017 2:02:58 PM","4096","7/19/2016 2:02:42 PM","5/13/2021 2:40:26 PM","CN=PHL-L-P4400F5Z,CN=Computers,DC=solomonedwards,DC=com"
"PHLSQL02$","PHLSQL02","PHLSQL02.solomonedwards.com","True","192.168.1.10","Windows Server 2003 Service Pack 1 5.2 (3790)","2611","2622","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-5919","","","","9/14/2018 9:12:02 PM","9/4/2018 7:58:44 AM","4096","9/9/2004 4:16:11 PM","5/13/2021 2:40:28 PM","CN=PHLSQL02,OU=SEG Servers,DC=solomonedwards,DC=com"
"PHLNAS02$","PHLNAS02","PHLNAS02.solomonedwards.com","True","fe80::dc8c:9131:f9b:6444%12","Windows Server 2012 Standard 6.2 (9200)","7","7","False","False",,,,"515","S-1-5-21-1191714633-765097213-697575874-26817","","","","10/31/2025 8:13:16 PM","10/31/2025 9:15:12 PM","4096","4/5/2017 4:34:37 PM","11/1/2025 1:15:12 AM","CN=PHLNAS02,CN=Computers,DC=solomonedwards,DC=com"
"EB840G1-1515$","EB840G1-1515","EB840G1-1515.solomonedwards.com","True","192.168.12.161","Windows 10 Pro 10.0 (18363)","2070","2087","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-30134","","","","3/9/2020 8:59:18 AM","2/21/2020 9:41:57 AM","4096","4/15/2019 5:07:09 PM","5/13/2021 2:40:31 PM","CN=EB840G1-1515,CN=Computers,DC=solomonedwards,DC=com"
"HOUC-L-EDGENETD$","HOUC-L-EDGENETD","HOUC-L-EDGENETD.solomonedwards.com","False",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","3811","3811","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-18067","","","","6/3/2015 2:26:40 PM","6/3/2015 2:36:19 PM","4098","12/10/2013 10:22:59 PM","5/13/2021 2:40:21 PM","CN=HOUC-L-EDGENETD,CN=Computers,DC=solomonedwards,DC=com"
"CHIC-L-84039ML$","CHIC-L-84039ML","CHIC-L-84039ML.solomonedwards.com","True","192.168.10.145","Windows 7 Professional Service Pack 1 6.1 (7601)","3804","3804","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-21570","","","","6/10/2015 9:51:05 AM","6/10/2015 9:51:05 AM","4096","1/12/2015 5:15:48 PM","5/13/2021 2:40:23 PM","CN=CHIC-L-84039ML,CN=Computers,DC=solomonedwards,DC=com"
"LS340-002029$","LS340-002029","LS340-002029.solomonedwards.com","True","10.32.124.201","Windows 10 Pro for Workstations 10.0 (19043)","1332","1332","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-35931","","","","3/17/2022 1:38:03 PM","3/17/2022 1:44:34 PM","4096","1/11/2021 7:37:50 AM","3/23/2022 1:01:39 PM","CN=LS340-002029,CN=Computers,DC=solomonedwards,DC=com"
"SURFPRO7-AHOOK$","SURFPRO7-AHOOK","SurfPro7-AHook.solomonedwards.com","True","10.32.124.200","Windows 10 Pro 10.0 (19042)","1643","1643","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-37373","","","","5/10/2021 3:08:02 PM","5/10/2021 2:47:35 PM","4096","5/10/2021 6:47:35 PM","5/13/2021 2:40:57 PM","CN=SURFPRO7-AHOOK,CN=Computers,DC=solomonedwards,DC=com"
"PHLC-L-8460B8XD$","PHLC-L-8460B8XD","PHLC-L-8460B8XD.solomonedwards.com","True","192.168.1.132","Windows 7 Enterprise Service Pack 1 6.1 (7601)","3802","3891","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-21671","","","","6/12/2015 9:07:56 AM","3/15/2015 10:42:54 AM","4096","3/15/2015 2:42:54 PM","5/13/2021 2:40:23 PM","CN=PHLC-L-8460B8XD,CN=Computers,DC=solomonedwards,DC=com"
"$DUPLICATE-5554","egnytesf CNF:d993a1fc-05a4-49ae-83fa-6011821a4315","egnytesf.solomonedwards.com","True","192.168.8.24","-","3802","3802","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-21844","","","","6/12/2015 4:32:14 PM","6/12/2015 4:32:12 PM","69632","6/12/2015 8:32:11 PM","5/13/2021 2:40:23 PM","CN=egnytesf\0ACNF:d993a1fc-05a4-49ae-83fa-6011821a4315,CN=Computers,DC=solomonedwards,DC=com"
"CHIC-L-8403BFY$","CHIC-L-8403BFY","CHIC-L-8403BFY.solomonedwards.com","True","192.168.3.109","Windows 7 Professional Service Pack 1 6.1 (7601)","3798","3798","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-21569","","","","6/16/2015 10:10:09 AM","6/16/2015 10:22:35 AM","4096","1/9/2015 3:20:11 PM","5/13/2021 2:40:23 PM","CN=CHIC-L-8403BFY,CN=Computers,DC=solomonedwards,DC=com"
"PB440G5-002140$","PB440G5-002140","PB440G5-002140.solomonedwards.com","True",,"Windows 10 Pro 10.0 (17134)","2651","2672","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-30036","","","","8/6/2018 10:17:01 AM","7/16/2018 10:24:31 AM","4096","6/12/2018 1:17:17 PM","5/13/2021 2:40:28 PM","CN=PB440G5-002140,CN=Computers,DC=solomonedwards,DC=com"
"SBA-L-SL510BAR7$","SBA-L-SL510BAR7","SBA-L-SL510BAR7.solomonedwards.com","True",,"Windows XP Professional Service Pack 3 5.1 (2600)","4663","4720","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-11523","","","","2/1/2013 2:16:50 PM","12/6/2012 11:02:23 AM","4096","6/23/2010 1:54:37 PM","5/13/2021 2:40:19 PM","CN=SBA-L-SL510BAR7,CN=Computers,DC=solomonedwards,DC=com"
"CHIC-L-8460B8D6$","CHIC-L-8460B8D6","CHIC-L-8460B8D6.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","4190","4190","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-18285","","","","5/20/2014 3:16:19 PM","5/20/2014 3:15:12 PM","4096","5/20/2014 7:15:12 PM","5/13/2021 2:40:18 PM","CN=CHIC-L-8460B8D6,CN=Computers,DC=solomonedwards,DC=com"
"PHIC-L-44301Z8H$","PHIC-L-44301Z8H","PHIC-L-44301Z8H.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","3792","3792","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-18270","","","","6/22/2015 1:23:26 PM","6/22/2015 1:38:18 PM","4096","5/12/2014 9:26:01 PM","5/13/2021 2:40:23 PM","CN=PHIC-L-44301Z8H,CN=Computers,DC=solomonedwards,DC=com"
"DCC-L-510AVFK$","DCC-L-510AVFK","dcc-l-510avfk.solomonedwards.com","True",,"Windows XP Professional Service Pack 3 5.1 (2600)","4663","5409","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-9640","","","","2/1/2013 2:26:40 PM","1/17/2011 4:41:38 PM","4096","3/12/2010 4:28:39 PM","5/13/2021 2:40:15 PM","CN=DCC-L-510AVFK,CN=Computers,DC=solomonedwards,DC=com"
"PHL-L-SRF35353$","PHL-L-SRF35353","PHL-L-SRF35353.solomonedwards.com","True",,"Windows 10 Pro 10.0 (19043)","1395","1391","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-27677","","","","1/13/2022 11:57:27 AM","1/17/2022 2:26:55 PM","4096","6/2/2017 6:03:25 PM","1/17/2022 7:27:24 PM","CN=PHL-L-SRF35353,CN=Computers,DC=solomonedwards,DC=com"
"PHLC-L-84028P5$","PHLC-L-84028P5","phlc-l-84028P5.solomonedwards.com","True",,"Windows 10 Pro 10.0 (18362)","2070","2070","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-22800","","","","3/9/2020 9:24:50 AM","3/9/2020 9:39:24 AM","4096","10/16/2014 1:59:20 PM","5/13/2021 2:40:31 PM","CN=PHLC-L-84028P5,CN=Computers,DC=solomonedwards,DC=com"
"DCC-L-P4400F30$","DCC-L-P4400F30","DCC-L-P4400F30.solomonedwards.com","True",,"Windows 10 Pro 10.0 (10586)","3138","3138","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-26450","","","","4/6/2017 3:10:56 PM","4/6/2017 3:14:54 PM","4096","8/19/2015 2:51:09 PM","5/13/2021 2:40:26 PM","CN=DCC-L-P4400F30,CN=Computers,DC=solomonedwards,DC=com"
"PHL-L-SL510BAF0$","PHL-L-SL510BAF0","PHL-L-SL510BAF0.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","4663","5290","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-11707","","","","2/1/2013 2:18:28 PM","5/16/2011 7:43:25 AM","4096","12/10/2010 8:33:38 PM","5/13/2021 2:40:14 PM","CN=PHL-L-SL510BAF0,CN=Computers,DC=solomonedwards,DC=com"
"PHLTS03$","PHLTS03","phlts03.solomonedwards.com","True",,"Windows Server 2003 Service Pack 2 5.2 (3790)","3302","3330","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-6749","","","","10/24/2016 12:14:16 PM","9/26/2016 5:10:00 PM","4096","6/7/2006 5:39:18 PM","5/13/2021 2:40:23 PM","CN=PHLTS03,CN=Computers,DC=solomonedwards,DC=com"
"PB440G6-002001$","PB440G6-002001","PB440G6-002001.solomonedwards.com","True","10.32.254.201","Windows 10 Pro 10.0 (19045)","289","310","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-34450","","","","1/23/2025 12:26:33 PM","1/2/2025 8:53:35 AM","4096","3/10/2020 8:26:15 PM","1/23/2025 5:26:33 PM","CN=PB440G6-002001,CN=Computers,DC=solomonedwards,DC=com"
"HOU-L-4405DBW$","HOU-L-4405DBW","HOU-L-4405DBW.solomonedwards.com","True","192.168.12.107","Windows 10 Pro 10.0 (14393)","3138","3138","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-28401","","","","4/6/2017 5:32:03 PM","4/6/2017 5:32:03 PM","4096","4/6/2017 9:32:03 PM","5/13/2021 2:40:26 PM","CN=HOU-L-4405DBW,CN=Computers,DC=solomonedwards,DC=com"
"PB440G5-002211$","PB440G5-002211","PB440G5-002211.solomonedwards.com","True","192.168.12.168","Windows 10 Pro 10.0 (17763)","2077","2070","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-30136","","","","3/2/2020 10:01:03 AM","3/9/2020 12:19:20 PM","4096","4/18/2019 3:41:41 PM","5/13/2021 2:40:31 PM","CN=PB440G5-002211,CN=Computers,DC=solomonedwards,DC=com"
"OPTI790-KCHO$","OPTI790-KCHO","OPTI790-KCHO.solomonedwards.com","True","192.168.8.211","Windows 10 Pro 10.0 (14393)","3137","3144","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-18524","","","","4/6/2017 7:06:37 PM","3/31/2017 1:40:30 PM","4128","2/17/2015 1:47:47 AM","5/13/2021 2:40:26 PM","CN=OPTI790-KCHO,OU=Workstations,OU=_Migration from Msquared to SolomonEdwards,DC=solomonedwards,DC=com"
"PHL-L-444005C5$","PHL-L-444005C5","PHL-L-444005C5.solomonedwards.com","True",,"Windows 10 Pro 10.0 (15063)","2647","2646","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-21797","","","","8/10/2018 9:16:08 AM","8/11/2018 12:25:24 PM","4096","5/28/2015 9:27:54 PM","5/13/2021 2:40:28 PM","CN=PHL-L-444005C5,CN=Computers,DC=solomonedwards,DC=com"
"SOLOMON-DC01$","SOLOMON-DC01","SOLOMON-DC01.solomonedwards.com","True",,"Windows Server 2012 Standard 6.2 (9200)","2014","2025","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-22723","","","","5/4/2020 12:18:16 PM","4/23/2020 12:18:10 PM","4096","8/23/2014 2:50:07 AM","5/13/2021 2:40:33 PM","CN=SOLOMON-DC01,CN=Computers,DC=solomonedwards,DC=com"
"LATE6420-ANIC$","LATE6420-ANIC","LATE6420-ANIC.solomonedwards.com","True",,"Windows 7 Ultimate Service Pack 1 6.1 (7601)","3791","3812","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-22420","","","","6/23/2015 11:04:54 AM","6/2/2015 9:03:40 AM","4096","3/25/2014 9:58:48 PM","5/13/2021 2:40:23 PM","CN=LATE6420-ANIC,CN=Computers,DC=solomonedwards,DC=com"
"PHL-L-SL510BAE5$","PHL-L-SL510BAE5","PHL-L-SL510BAE5.solomonedwards.com","True",,"Windows XP Professional Service Pack 3 5.1 (2600)","4663","5036","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-11517","","","","2/1/2013 2:18:29 PM","1/25/2012 11:20:31 AM","4096","6/16/2010 3:44:48 PM","5/13/2021 2:40:14 PM","CN=PHL-L-SL510BAE5,CN=Computers,DC=solomonedwards,DC=com"
"PHLH-L-E520K0CP$","PHLH-L-E520K0CP","PHLH-L-E520K0CP.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","3131","3141","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-26607","","","","4/13/2017 4:11:34 PM","4/3/2017 7:50:27 AM","4096","2/16/2016 9:40:21 PM","5/13/2021 2:40:26 PM","CN=PHLH-L-E520K0CP,CN=Computers,DC=solomonedwards,DC=com"
"PHL-L-EDGE1038$","PHL-L-EDGE1038","PHL-L-EDGE1038.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","4176","4176","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-22559","","","","6/3/2014 9:52:33 AM","6/3/2014 9:52:32 AM","4096","6/3/2014 1:52:32 PM","5/13/2021 2:40:18 PM","CN=PHL-L-EDGE1038,CN=Computers,DC=solomonedwards,DC=com"
"SURFACE4-1014$","SURFACE4-1014","Surface4-1014.solomonedwards.com","True",,"Windows 10 Pro 10.0 (19043)","1468","1468","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-30031","","","","11/1/2021 8:36:15 AM","11/1/2021 8:50:34 AM","4096","5/21/2018 2:45:40 PM","11/1/2021 12:50:34 PM","CN=SURFACE4-1014,CN=Computers,DC=solomonedwards,DC=com"
"HP250G7-002400$","HP250G7-002400","HP250G7-002400.solomonedwards.com","True",,"Windows 11 Pro 10.0 (22621)","836","836","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-37374","","","","7/26/2023 12:27:42 PM","7/26/2023 12:54:02 PM","4096","5/11/2021 1:53:45 PM","7/26/2023 4:54:17 PM","CN=HP250G7-002400,CN=Computers,DC=solomonedwards,DC=com"
"HOUC-L-W5401CRG$","HOUC-L-W5401CRG","HOUC-L-W5401CRG.solomonedwards.com","True","192.168.12.173","Windows 7 Professional Service Pack 1 6.1 (7601)","3785","3798","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-22572","","","","6/29/2015 10:28:17 AM","6/16/2015 11:11:49 AM","4096","6/5/2014 12:24:07 PM","5/13/2021 2:40:23 PM","CN=HOUC-L-W5401CRG,CN=Computers,DC=solomonedwards,DC=com"
"DC-L-EDGE420MYA$","DC-L-EDGE420MYA","DC-L-EDGE420MYA.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","4653","4672","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-14326","","","","2/11/2013 8:17:20 AM","1/23/2013 9:45:48 AM","4096","2/20/2012 5:43:59 PM","5/13/2021 2:40:19 PM","CN=DC-L-EDGE420MYA,CN=Computers,DC=solomonedwards,DC=com"
"HOU-S-SURF0353$","HOU-S-SURF0353","HOU-S-SURF0353.solomonedwards.com","True","192.168.12.165","Windows 10 Pro 10.0 (18363)","2070","2073","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-23957","","","","3/9/2020 1:58:30 PM","3/6/2020 2:12:36 PM","4096","2/19/2015 4:51:18 PM","5/13/2021 2:40:31 PM","CN=HOU-S-SURF0353,CN=Computers,DC=solomonedwards,DC=com"
"DCC-L-44406B2L$","DCC-L-44406B2L","DCC-L-44406B2L.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","4663","4680","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-16497","","","","2/1/2013 2:26:41 PM","1/15/2013 9:41:00 AM","4096","1/15/2013 2:41:00 PM","5/13/2021 2:40:15 PM","CN=DCC-L-44406B2L,CN=Computers,DC=solomonedwards,DC=com"
"PB440G7-002361$","PB440G7-002361","PB440G7-002361.solomonedwards.com","True","10.32.254.201","Windows 11 Pro 10.0 (22621)","876","876","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-37082","","","","6/15/2023 7:53:08 PM","6/15/2023 9:20:00 PM","4096","12/22/2020 6:03:22 PM","6/16/2023 1:20:00 AM","CN=PB440G7-002361,CN=Computers,DC=solomonedwards,DC=com"
"IADDC02$","IADDC02","IADDC02.solomonedwards.com","True","10.32.125.12","Windows Server 2016 Standard 10.0 (14393)","829","842","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-35397","","","","8/2/2023 4:13:34 PM","7/20/2023 7:53:19 AM","4096","11/20/2019 8:06:43 PM","8/2/2023 8:13:48 PM","CN=IADDC02,CN=Computers,DC=solomonedwards,DC=com"
"IADDC01$","IADDC01","IADDC01.solomonedwards.com","True","10.32.125.11","Windows Server 2016 Standard 10.0 (14393)","8","17","False","False",,,,"516","S-1-5-21-1191714633-765097213-697575874-33252","","","","10/31/2025 4:17:35 AM","10/22/2025 8:59:28 AM","532480","8/23/2019 4:54:13 PM","10/31/2025 8:17:16 AM","CN=IADDC01,OU=Domain Controllers,DC=solomonedwards,DC=com"
"HOUDC04$","HOUDC04","HOUDC04.solomonedwards.com","True","192.168.12.21","Windows Server 2012 Standard 6.2 (9200)","1095","1108","True","True",,,,"516","S-1-5-21-1191714633-765097213-697575874-26625","","","","11/9/2022 12:06:30 PM","10/26/2022 8:59:21 PM","532480","4/21/2016 3:38:14 PM","11/9/2022 5:08:03 PM","CN=HOUDC04,OU=Domain Controllers,DC=solomonedwards,DC=com"
"PB440G4-002112$","PB440G4-002112","PB440G4-002112.solomonedwards.com","True","192.168.12.157","Windows 10 Pro 10.0 (19044)","1207","1228","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-29942","","","","7/20/2022 1:58:01 AM","6/29/2022 10:17:13 AM","4096","11/20/2017 5:20:53 PM","7/20/2022 5:58:30 AM","CN=PB440G4-002112,CN=Computers,DC=solomonedwards,DC=com"
"HOU-L-P4403FZL$","HOU-L-P4403FZL","HOU-L-P4403FZL.solomonedwards.com","True",,"Windows 10 Pro 10.0 (16299)","2642","2675","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-21534","","","","8/15/2018 10:03:54 AM","7/13/2018 10:30:44 AM","4096","12/9/2014 1:16:52 PM","5/13/2021 2:40:28 PM","CN=HOU-L-P4403FZL,CN=Computers,DC=solomonedwards,DC=com"
"PHL-L-E520K0GA$","PHL-L-E520K0GA","PHL-L-E520K0GA.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","3127","3127","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-26577","","","","4/17/2017 8:24:08 AM","4/17/2017 8:24:07 AM","4096","10/13/2015 12:47:28 PM","5/13/2021 2:40:26 PM","CN=PHL-L-E520K0GA,CN=Computers,DC=solomonedwards,DC=com"
"HOUC-L-EDGENREN$","HOUC-L-EDGENREN","HOUC-L-EDGENREN.solomonedwards.com","True",,"Windows 7 Professional Service Pack 1 6.1 (7601)","4439","4439","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-14002","","","","9/13/2013 8:05:58 AM","9/13/2013 8:23:13 AM","4096","12/6/2011 8:41:17 PM","5/13/2021 2:40:19 PM","CN=HOUC-L-EDGENREN,CN=Computers,DC=solomonedwards,DC=com"
"PHLC-L-8460B81K$","PHLC-L-8460B81K","PHLC-L-8460B81K.solomonedwards.com","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","3785","3785","True","True",,,,"515","S-1-5-21-1191714633-765097213-697575874-21875","","","","6/29/2015 2:47:52 PM","6/29/2015 2:46:58 PM","4096","6/29/2015 6:46:58 PM","5/13/2021 2:40:23 PM","CN=PHLC-L-8460B81K,CN=Computers,DC=solomonedwards,DC=com"
